Quarmby,Quarnby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rewcroft,Rawcroft,Recroft,Rewcooste,Reycroft,Rycroft,Raycroft,Ricroft,Rycraft,Ryecroft,Riecroft,Roecroft,Rouckroft,Rowcroft,Rucroft,Ruecroft,Ruscroft,Rushcroft,Rycraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rex,Rix,Ricks,Riks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riby,Ryby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich,Rissh,Ritch,Ritche,Riche,Rish,Rishe,Rissce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riches,Ritches,Richers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard,Richards,Rickard,Rickards,Rickerts,Rickerst,Ritchard,Riccard,Richers,Richer,Ritcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richardson,Recardson,Rechardson,Recherdson,Recheson,Rechison,Rechesone,Rechisone,Rechyson,Rekerdson,Rekeson,Richardsone,Richardsonn,Richardsonne,Richarsonn,Richasson,Richedson,Richenson,Richerdeson,Richerdson,Richerdsone,Richerson,Richeson,Richeson,Richesonn,Richesonn,Richesonne,Richinson,Richindson,Richingson,Richinsone,Richinsonn,Richinsonne,Richison,Richisonn,Richuson,Richyson,Rickardson,Rickatson,Rickenson,Rickerson,Rickeson,Ricketson,Rickettson,Rickinson,Rickison,Rickleson,Rickson,Rickisonn,Rikerdson,Rikeson,Ritchardson,Ritcherson,Ritcheson,Ritchesson,Ritchieson,Ritchison,Rycardeson,Rychanson,Rychardson,Rychardsone,Rychardsonn,Rycherdson,Rycheson,Rychesone,Rychrdeson,Rychyson,Rykardson,Rykerdson,Rixon,Ritchinson,Ritchson,Rutchinson,,,,,,,,,,,,,,,,,,,,
Richell,Rickall,Rickell,Reachal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richen,Ritchen,Ritchings,Richans,Richan,Richer,Richin,Richings,Richins,Ricken,Rytching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richley,Ritchley,Reachley,Richeley,Richelley,Richerlie,Richle,Richlieu,Richly,Rickley,Rickliew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond,Richmondt,Richmodnt,Richmount,Richmont,Richmonte,Richman,Richmonde,Rychemond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rickaby,Rickibie,Rickabie,Rekabie,Rickabie,Reekabye,Richerdsby,Ruckby,Rickebe,Ricubye,Richardbye,Ricubie,Ricaby,Rickby,Rychyby,Richardby,Ricardby,Recabie,Ricarbie,Rickerbye,rickerby,Ryckerby,Rokeby,Rokebye,Rookby,Rockby,Rokby,Rookbey,Rookeby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riddell,Riddle,Riddale,Ridale,Rudle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riddick,Ryddicke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ride,Ryde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rideout,Rydout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rider,Ryder,Rhyder,Rydor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgeway,Ridgwaie,Ridgewaie,Rydgway,Ridgway,Ridgwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridley,Ridlie,Ridleye,Ridlye,Rydley,Ridlay,Rydlay,Rydlye,Redley,Readley,Redlye,Redly,Reydlye,Rydlaye,Rydlee,Rydllay,Rydly,Radley,Readlye,Riddley,Riddly,Ridly,Ridlley,Riedly,Rittley,Rudle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridlington,Rudlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridsdale,Rydesdayle,Rodysdale,Ryddesdell,Rydsdell,Rydesdaill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigg,Rigge,Rygge,Rig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigmaiden,Rigmayden,Reikmaidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley,Ryley,Reilly,Rylee,Ryly,Reily,Reiley,Reilley,Reyley,Rialey,Rieley,Rielly,Riely,Rilley,Rilly,Rily,Roiley,Roily,Rolley,Rolly,Royally,Royeley,Roylee,Royley,Roylie,Rulley,Rylay,Ryleyes,Rylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring,wring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ringley,Rengley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripley,Riplaye,Riplay,Ripplay,Rypley,Replaie,Reply,Ribley,Rippley,Rapley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripon,Rippen,Rippon,Rypon,Ryppon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redpath,Radpath,Readpath,Redpeth,Reedpath,Reedpeth,Ridpath,Ridpeth,Ridpith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rippeth,Ryppeth,Reppeth,Repath,Ripath,Ripeth,Ripett,Rippath,Rippith,Ripworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riseborough,Raisborough,Raisbrough,Raisbury,Raiseborough,Risborough,Rasberry,Rasbrough,Raspberry,Riceborough,Risbrough,Risbry,Risebury,Risburgh,Riseberg,Riseberry,Risebero,Roseberry,Risebouh,Risebourough,Risebrough,Risebugh,Riseburgh,Rosbery,Roseborough,Rosebrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritchie,Rydgey,Richey,Ritche,richie,Reachy,Reashe,Richah,Riche,Richee,Richei,Richy,Ricke,Rickey,Rickkey,Rishey,Ritcha,Ritchaw,Ritchey,Ritchtey,Ritchy,Rithchie,Reechey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritter,Writer,Wryter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roadman,Rodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roads,Roades,rhodes,Roddis,Roads,Rodes,Rodds,Rods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberts,Robarts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson,Robinsonn,Robisonn,Robeson,Robesonn,Robison,Robinsonne,Robynson,Roobinson,Robinsone,Robesone,Robenson,Robyson,Robbyeson,Robeyson,Robbyson,Robysson,Ribinson,Robingsone,Robingeson,Robisonne,Rebason,Robertson,Robson,Robsonn,Robsonne,Robsone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochester,Rotchester,Rawchester,Ratchester,Rechester,register,redchester,Radchester,Ratchister,Redgester,Redgister,Regester,Retchister,Richester,Rodchester,Rogester,Rogister,Rogust,Rogust,Rowchester,Rudchester,Rutchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Roke,Rocke,Wrocke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwood,Rackwodd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roden,Rodden,Rading,Rowden,Rhoddan,Rhodden,Rhoden,Rhodin,Roddan,Roddin,Roddon,Rowden,Ruddan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roddy,Rodda,Rodder,Roddey,Ruddy,Rodie,Rody,Rutty,Ruttey,Ruty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rothery,Roddery,Roddre,Rotery,Rothere,Rotherey,Rotherie,Rotherry,Rothey,Rothrey,Rothry,Rothy,Rottery,Ruttery,Rattrey,Rattery,Rattray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roddenberry,Radenbey,Radinbury,Rattenbury,Rawdenburg,Rittenby,Roddenbe,Roddenbury,Roddenby,Rodenberry,Rodenbury,Rodenby,Rottenbery,Rottenburg,Rottenbury,Rodonby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodham,Roddam,Rodume,Rhoddom,Roddom,Rodom,Roddham,Rodam,Reddam,Roddem,Roddome,Roddum,Rodome,Rotham,Ruddam,Ruddom,Rudham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roderick,Roderick,Rotherick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers,Roger,rodgers,rodger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogerson,Rogersonn,Rogersonne,Roddison,rodgerson,Roddeson,Roddinson,Roderson,Rodgeson,Rodginson,Rodgison,Rodgisson,Rogersone,Rogeson,Roggerson,Roggison,Roginson,Rogison,Rudderson,Ruddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romaines,Romaine,Romains,Romands,Romanes,Romanias,Romanies,Romanis,Remanus,Romanns,Romeanes,Rominis,Roumans,Roummans,Remnants,Rummens,Rumns,Rowman,Romeman,Rowmayn,romayne,romain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romley,Romeley,Rumley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rook,Rooke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roost,Roste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,Roise,Roase,Roose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseby,Rosbee,Rowsby,Rowsbye,Rousbie,Rowssby,Roisbie,rousby,rusby,Roughsbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosenberg,Rosenburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross,Rosse,Roosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotherham,Rotheram,Ruddram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rough,Ruffe,Roff,Roffey,roffe,roof,roofe,Rouf,Rouff,rolfe,Ruff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roughead,Ruffhead,Rufet,Rawfald,Rowkehead,Ruffet,Rufhead,Rughead,Rugthhead,Rowhead,Rowhehead,Ruggett,Rowget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rought,Wrought,Rout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rounthwaite,Rownwhat,Runthit,Runthort,Runthwith,Rownthwate,Rownthwaite,Rounthwait,Runthwaite,Runthwate,roundfoot,Roundthwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Routh,Rowth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Routledge,Rittley,Rooklish,Rootlas,Rootlass,Rootless,Rootlidge,Rootlish,RootlisheRothlish,,Rothlishe,Rotlish,Rotheles,Routchless,Routclass,Routdgle,Routelag,Routelas,Routeledg,Routeles,Routelidge,Routelis,Routillass,Routlag,Routlage,Routlah,Routlas,Routlase,Routlass,Routlasse,Routlech,Routlege,Routles,Routlesh,Routless,Routlesse,Routley,Routlidge,Routlige,Routlish,Rowklass,Rowtlass,Rowtlasse,Rowtlesse,Rowtletch,Rucklish,Rudle,Rudley,Rutdlege,Ruteledge,Ruteless,Rutelidge,Rutess,Ruthdge,Ruthledge,Ruthles,Ruthless,Rutlace,Rutlage,Rutlass,Rutleage,Rutledge,Rutles,Rutless,Rutlesse,Rutleth,Rutley,Rutlidge,Rutlish,Ruttley,Rutlas,Rutlech,Rutledg,Rutledges,Rutlege,Rutleigh,Rutlesh,Rutlidg,Rutlig,Rutlige,Rutlis,Rutlishe,Rutlisse,Rutslish,Ruttedge,Rutteidge,Rutteles,Ruttlage,Ruttlas,Ruttledg,Ruttledge,Ruttlidge,Ruttlish
Rowan,Rowane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowbottom,Rowbidom,rowbotham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowell,Rulles,Reilles,Rull,Rowles,Rewell,Rewel,Rowll,Rowlle,Roull,Rowle,Ruell,Rule,Rowlles,Roll,Rowall,Rowlee,Rowelle,Rawell,Rawles,Rowles,Roule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowghton,Rawghton,Raughton,Rawhton,Raufgton,roughton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowntree,Roundtree,Roantree,Roundtrie,Rantree,Rawntree,Rointree,Roneintree,Ronetree,Ronntree,Rontre,Rontree,Roonetree,Rountree,Rountrie,Rountry,Rowantree,Rowentree,Rowentry,Rowintree,Rowntry,Royntrye,Rauntree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxburgh,Roksbrough,Rocksbrough,Rosberg,Rosbery,roseberry,Rosborough,Rosbrook,Rosbrough,Rosburgh,Rosebery,Roseborough,Rosebrough,Rosebruff,Rosebrugh,Roseburgh,Roxborough,Rosebury,Rossborough,Rowsbry,Roxberry,Rocksbury,Roysbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxby,Rokesbye,Roockesbye,Rookesbye,Rokesbye,Roocksbye,Rockesby,Roxbie,Roxbye,Roxesbye,Rokesebye,Rockesebye,Rokesby,Rokesbye,Rockesbey,Rowksbye,rooksby,Roaksby,Rocksby,Roksby,Roockesby,Rookesbey,Rooxby,Rucksby,Rokesbie,Roksbye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy,Roye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royston,Ryston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudd,Rud,Rudde,Rod,Rodd,Road,Rode,Roode,Rood,Rod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruddock,Ryddicke,Roddick,Rodick,Ruddick,Rudick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumbles,Rumless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumbold,Rombold,Rumbert,Rumbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumford,Roumfett,Rumfoot,Roumfoot,Rumforthe,Romfoote,Rumfoote,Rumfote,Romfote,Romford,Romfoyth,Romforth,Romfoth,Romfelt,Romphett,Rumfet,Rumphett,Rumphet,Rumfett,Rumforth,Romthat,Rumfords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumney,Romney,Rumneye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runchman,Runshman,Runchmane,runciman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rupersberg,Ruppersberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushboard,Rushbawd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushbrook,Rushbrooke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell,Rusell,Russel,Rossell,Rousell,Rousle,Rusel,Russal,Russells,Russle,Ruzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutherford,Ruderforth,Ruderford,Ruderforthe,Rudderfoorth,Rudderfoorthe,Rudderforth,Rotharforth,Roderforth,Rutherforthe,Rutherforth,Rudderfourth,Rutherfoorthe,Roodforth,rutherfoot,rotherfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutter,Ruter,Rowtter,Ruytter,Ruitter,Ruytter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryal,Ryall,Riall,Rahill,Ryehill,Rayhill,Ryle,Rayell,Reyhill,Rial,Riel,Rihill,Rile,Riles,Rill,Royal,Royall,Royals,Rules,Ryalls,Ryals,Ryel,Ryles,Ryleyes,Rylle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan,Rian,Rine,Rion,Riyan,Royan,Royans,Rryan,Ryin,Ryne,Rynn,Rynna,Ryon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryans,Rhines,Rians,Rynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryat,Ryate,Ryott,Riat,Riot,Riott,Ryatt,Ryet,Ryett,Ryot,Ryott,Wryatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rylance,Railens,Rilance,Riylands,Ryland,Rylands,Rylans,Rylence,Rylences,Rylons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryman,Reeman,Riman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rymer,Raymer,Rhymer,Rhimer,Rhymar,Rhymers,Rimer,Rimmer,Remmer,Rimmers,Rimor,Rimore,Rymers,Rymmer,Rymor,Rymour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rynas,Raynas,Raynash,Ryners,Rynish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryse,rise,rice,Ryce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
