Gably,,,,,,,,,,,,,,,,,,,,
Gainford,Gaineford,Gainfurthe,Gainforthe,,,,,,,,,,,,,,,,,
Gainsay,Gaynsaye,,,,,,,,,,,,,,,,,,,
Gale,Gail,Gaile,Gaill,Gayle,Gayles,Gayll,Gaylle,Gaylles,,,,,,,,,,,,
Gall,Gaull,Gaulle,,,,,,,,,,,,,,,,,,
Galland,,,,,,,,,,,,,,,,,,,,
Galley,Gally,Gallye,,,,,,,,,,,,,,,,,,
Galilee,Gallilee,Galile,Galiley,Gallale,Gallalee,Gallaley,Gallaly,Gallalye,Gallele,Galleley,Gallelie,Gallely,Gallelye,Gallielley,Gallile,Galliley,Gallilie,Gallilye,Gallyleye,Galylee
Gallon,Gallen,,,,,,,,,,,,,,,,,,,
Galloway,Gallowaye,,,,,,,,,,,,,,,,,,,
Gamsby,Gamsbye,Gamsbey,Gamsbie,Gamb,Gambe,Gambye,Gamslye,Garmsbey,,,,,,,,,,,,
Gant,,,,,,,,,,,,,,,,,,,,
Garbutt,Garbat,Garbut,,,,,,,,,,,,,,,,,,
Gardner,,,,,,,,,,,,,,,,,,,,
Gare,Gaier,Gaire,Gayre,,,,,,,,,,,,,,,,,
Garforth,Garfoot,Garfat,,,,,,,,,,,,,,,,,,
Gargrave,Gargrife,Gragrife,,,,,,,,,,,,,,,,,,
Garmeson,Garmason,Garmanson,Garmisone,Garmisson,,,,,,,,,,,,,,,,
Garmonsway,Garmanswaie,Garminsway,Garmisway,,,,,,,,,,,,,,,,,
Garner,,,,,,,,,,,,,,,,,,,,
Garnet,Garnat,Garnett,Garnot,Garnyt,,,,,,,,,,,,,,,,
Garies,Garris,Garres,,,,,,,,,,,,,,,,,,
Garrett,Garret,,,,,,,,,,,,,,,,,,,
Garrington,Garyngtun,,,,,,,,,,,,,,,,,,,
Garry,Garrye,Garrie,Gary,Garye,Garrie,,,,,,,,,,,,,,,
Garston,Gaston,,,,,,,,,,,,,,,,,,,
Garth,Garthe,,,,,,,,,,,,,,,,,,,
Garthorne,Garthon,Gathorn,,,,,,,,,,,,,,,,,,
Garthwaite,Garthwait,Garthwhait,Garthwayte,Garwhait,Grathwaite,Grayswaite,Graythwaite,Grayrhwaite,,,,,,,,,,,,
Garthwood,,,,,,,,,,,,,,,,,,,,
Gass,Gas,Gasse,,,,,,,,,,,,,,,,,,
Gascoigne,Gascoine,Gascon,Gascoyne,Gasken,,,,,,,,,,,,,,,,
Gaskarth,Gaitskarthe,Gaskath,Gaskathe,,,,,,,,,,,,,,,,,
Gaskell,,,,,,,,,,,,,,,,,,,,
Gastall,Gastell,Gastel,Gastill,Garstall,Garstell,Grastell,,,,,,,,,,,,,,
Gates,Gailtes,Gaits,Gaytes,Gaites,,,,,,,,,,,,,,,,
Gateshead,Gaitehyrd,Gaitherde,Gaytheard,,,,,,,,,,,,,,,,,
Gauston,Gausten,Gawston,,,,,,,,,,,,,,,,,,
Gautley,Gautlie,Gautlaie,Gawtley,Gawtleye,Gawtlie,,,,,,,,,,,,,,,
Gawdy,Gawde,Garrde,,,,,,,,,,,,,,,,,,
Gawthrop,,,,,,,,,,,,,,,,,,,,
Gaynes,,,,,,,,,,,,,,,,,,,,
Gedling,Gedlen,Gredlen,Gedlyng,Gedlon,Godling,,,,,,,,,,,,,,,
Geldar,,,,,,,,,,,,,,,,,,,,
Geldert,,,,,,,,,,,,,,,,,,,,
Gelding,,,,,,,,,,,,,,,,,,,,
Gelson,Gelsone,Gelsonne,Gelsson,Geilson,Gellson,,,,,,,,,,,,,,,
Genison,Genisone,Gennison,,,,,,,,,,,,,,,,,,
Genning,Genhyng,Genyng,,,,,,,,,,,,,,,,,,
Gent,Gente,,,,,,,,,,,,,,,,,,,
Gerby,Gerbye,,,,,,,,,,,,,,,,,,,
Gervis,Gervice,,,,,,,,,,,,,,,,,,,
Gibb,Gybbe,,,,,,,,,,,,,,,,,,,
Gibbon,Gybbon,,,,,,,,,,,,,,,,,,,
Gibson,Gibsone,Gibsonn,Gibbeson,Gibbson,Gibbsone,Gibsonne,Gybbsone,Gybson,Gybsonn,Gebson,,,,,,,,,,
Giffard,,,,,,,,,,,,,,,,,,,,
Gilbert,Gilbarte,,,,,,,,,,,,,,,,,,,
Gilchrist,,,,,,,,,,,,,,,,,,,,
Giles,Gyles,,,,,,,,,,,,,,,,,,,
Gill,Gyll,Gell,Gillis,Gills,Gilles,Gylles,Gell,Gells,,,,,,,,,,,,
Gillery,Gillerye,Gillirie,Gillarie,Gillarye,Gillerey,Gillerie,Gylerie,Gyllery,,,,,,,,,,,,
Gillespie,Gilidsby,,,,,,,,,,,,,,,,,,,
Gilman,,,,,,,,,,,,,,,,,,,,
Gilpin,,,,,,,,,,,,,,,,,,,,
Gilson,Gillson,Gyllson,Gillsone,,,,,,,,,,,,,,,,,
Gipson,Gipsonn,Gipsonne,,,,,,,,,,,,,,,,,,
Girlington,,,,,,,,,,,,,,,,,,,,
Gladam,Gladame,Glads,,,,,,,,,,,,,,,,,,
Glasdell,Glaesdell,Glaisdell,,,,,,,,,,,,,,,,,,
Glaskin,Glaskine,,,,,,,,,,,,,,,,,,,
Glazenby,Glazonby,Glasenby,Glasenbee,,,,,,,,,,,,,,,,,
Glendenning,Glendinnin,,,,,,,,,,,,,,,,,,,
Glenn,Glenne,Glen,,,,,,,,,,,,,,,,,,
Glover,Gloover,,,,,,,,,,,,,,,,,,,
Glow,,,,,,,,,,,,,,,,,,,,
Glower,,,,,,,,,,,,,,,,,,,,
Godd,,,,,,,,,,,,,,,,,,,,
Godfrey,Godfray,,,,,,,,,,,,,,,,,,,
Godsall,Godsoulle,Goodsoul,Goodsoule,Goodsoulle,,,,,,,,,,,,,,,,
Godsaw,Gudhoushe,Godshaugh,,,,,,,,,,,,,,,,,,
Godsend,,,,,,,,,,,,,,,,,,,,
Godskirk,Godskirke,Goodyskyrke,,,,,,,,,,,,,,,,,,
Golden,,,,,,,,,,,,,,,,,,,,
Goldsbrough,Goldesbroughe,Goldsbroughe,Goulsbrough,Gowdisbroughe,Gonesbrough,Goldesbrough,,,,,,,,,,,,,,
Golightly,Golightley,Golightli,Golightlie,Golightely,,,,,,,,,,,,,,,,
Golland,Gollande,Gollan,Golen,Goland,Golande,Gollen,Goiland,Golan,Golande,,,,,,,,,,,
Goodale,,,,,,,,,,,,,,,,,,,,
Goodbairn,Goodbarnes,Goodbayrne,,,,,,,,,,,,,,,,,,
Goodchild,Goodchilde,,,,,,,,,,,,,,,,,,,
Goodknap,,,,,,,,,,,,,,,,,,,,
Goodman,,,,,,,,,,,,,,,,,,,,
Goodson,Godderson,Goodsonne,Gudson,,,,,,,,,,,,,,,,,
Goodwin,Goodwine,,,,,,,,,,,,,,,,,,,
Goodyear,Goodyeere,,,,,,,,,,,,,,,,,,,
Gordon,Gorden,,,,,,,,,,,,,,,,,,,
Gosford,,,,,,,,,,,,,,,,,,,,
Gosten,,,,,,,,,,,,,,,,,,,,
Goudy,Gowday,,,,,,,,,,,,,,,,,,,
Goundry,Gownedry,Gowndrie,Goundrey,,,,,,,,,,,,,,,,,
Gover,,,,,,,,,,,,,,,,,,,,
Gowding,,,,,,,,,,,,,,,,,,,,
Gower,,,,,,,,,,,,,,,,,,,,
Gowland,Gowlande,Gowlen,Gowlinge,Gowlland,Gouland,Goulland,,,,,,,,,,,,,,
Gownery,,,,,,,,,,,,,,,,,,,,
Gradell,Grawdell,,,,,,,,,,,,,,,,,,,
Graham,Graime,Grame,Grayme,Greame,,,,,,,,,,,,,,,,
Grainge,,,,,,,,,,,,,,,,,,,,
Grainger,Granger,Grannger,Graunger,Grianger,,,,,,,,,,,,,,,,
Gramble,,,,,,,,,,,,,,,,,,,,
Gramwell,Gramewell,,,,,,,,,,,,,,,,,,,
Grande,,,,,,,,,,,,,,,,,,,,
Granham,,,,,,,,,,,,,,,,,,,,
Gray,Graye,Grai,Graie,Grey,,,,,,,,,,,,,,,,
Graydon,Graden,Gradon,,,,,,,,,,,,,,,,,,
Grayson,Gracesonn,Graeson,,,,,,,,,,,,,,,,,,
Grayston,Graiston,Graistonn,Graystone,,,,,,,,,,,,,,,,,
Greenay,Greenaye,Greennaye,Greeney,Greeneye,Greeny,Grenaie,Grenay,Grenaye,Greney,Greneye,Grennay,Grenney,,,,,,,,
Greatham,Gretome,,,,,,,,,,,,,,,,,,,
Greathead,Greatheed,Gratthed,Greythede,Grethed,,,,,,,,,,,,,,,,
Green,Greene,Greenn,Grein,Greine,Gren,Grene,Grean,Greane,Greanne,Greyn,Greyne,Grane,Grain,,,,,,,
Greave,Greeve,Greve,Gryve,Greeves,Greaves,Greves,,,,,,,,,,,,,,
Greenacres,Greneacres,Greneakers,Grenakers,,,,,,,,,,,,,,,,,
Greenall,Grenell,Grenele,,,,,,,,,,,,,,,,,,
Greenberry,Greenberye,Greenebury,Grenberrye,,,,,,,,,,,,,,,,,
Greenhow,Greenoe,Greeno,Greenow,,,,,,,,,,,,,,,,,
Greenson,Grenson,Gryeneson,Grieneson,Grienesone,Gryenesone,Gryneson,,,,,,,,,,,,,,
Greenway,Greenwaye,Greenewaye,Grenewaye,Grenway,,,,,,,,,,,,,,,,
Greenwell,Greenewell,Grenewell,Grenwell,Gryenwell,,,,,,,,,,,,,,,,
Greensword,Greeneswoard,Greenesweard,Grenesword,Grenswed,Grenswerd,,,,,,,,,,,,,,,
Greenwood,Grenwood,Greanwod,Greanewod,,,,,,,,,,,,,,,,,
Gregg,,,,,,,,,,,,,,,,,,,,
Gregory,Gregorye,,,,,,,,,,,,,,,,,,,
Gregson,Greggson,Greggsone,,,,,,,,,,,,,,,,,,
Grenville,Grenvell,,,,,,,,,,,,,,,,,,,
Gresham,Gressam,,,,,,,,,,,,,,,,,,,
Grewell,Grew,,,,,,,,,,,,,,,,,,,
Grice,Gryce,Grise,Grisse,Grysse,,,,,,,,,,,,,,,,
Grieveson,Greiveson,Greeveson,Greevson,Greevsonn,Greveson,Grevson,Grevsonn,Graveson,Greaveson,Greavson,Greavsonne,Greeson,Greison,Greisson,Gresone,Gresonne,Greaston,Grievesone,Gryevesone,Gryeveson
Griffe,,,,,,,,,,,,,,,,,,,,
Griffin,Greiffon,,,,,,,,,,,,,,,,,,,
Grime,Gryme,,,,,,,,,,,,,,,,,,,
Grimston,Gramston,,,,,,,,,,,,,,,,,,,
Grinwell,Grynwell,Grindell,Grindwell,Gryndwell,Grinwel,,,,,,,,,,,,,,,
Grinley,,,,,,,,,,,,,,,,,,,,
Groftlaye,,,,,,,,,,,,,,,,,,,,
Groser,Grosser,Grozer,,,,,,,,,,,,,,,,,,
Groson,,,,,,,,,,,,,,,,,,,,
Growley,,,,,,,,,,,,,,,,,,,,
Grundy,Grundye,Grundey,Grundie,Growndye,Gryndy,,,,,,,,,,,,,,,
Gubbe,,,,,,,,,,,,,,,,,,,,
Gubiun,Gublion,Gublin,,,,,,,,,,,,,,,,,,
Gull,Gul,,,,,,,,,,,,,,,,,,,
Gustard,Goostorde,,,,,,,,,,,,,,,,,,,
Guy,Guye,,,,,,,,,,,,,,,,,,,
Cargill,Gargell,,,,,,,,,,,,,,,,,,,
Gressope,Cressop,,,,,,,,,,,,,,,,,,,
Grissope,Cressop,,,,,,,,,,,,,,,,,,,
Grestwate,Crostwaite,,,,,,,,,,,,,,,,,,,
Gurle,Curle,,,,,,,,,,,,,,,,,,,
Gefarson,Jefferson,,,,,,,,,,,,,,,,,,,
Geferson,Jefferson,,,,,,,,,,,,,,,,,,,
Gefferson,Jefferson,,,,,,,,,,,,,,,,,,,
Geffarson,Jefferson,,,,,,,,,,,,,,,,,,,
Geffason,Jefferson,,,,,,,,,,,,,,,,,,,
Gefordson,Jefferson,,,,,,,,,,,,,,,,,,,
Gifferson,Jefferson,,,,,,,,,,,,,,,,,,,
Ghoseirth,Joseph,,,,,,,,,,,,,,,,,,,
Goyse,Joyce,,,,,,,,,,,,,,,,,,,
Gymsey,McGimpsey,,,,,,,,,,,,,,,,,,,
